Bus_ID,From,To,Distance_km,Traffic_Density,Is_Peak_Hour,Weather,Stops,Speed,Actual_Travel_Time,Is_Late,Is_Fastest_Route
SRT-B-2252,Piplod,Adajan,36.88,3,1,Foggy,6,17.32,127.78,1,0
SRT-B-2253,Piplod,Vesu,23.43,2,0,Foggy,5,23.46,59.92,0,0
SRT-B-2254,Udhna,Vesu,49.31,4,0,Sunny,8,22.54,131.25,0,0
SRT-B-2255,Rander,Varachha,18.71,7,1,Cloudy,8,21.38,52.51,1,0
SRT-B-2256,Adajan,Vesu,18.43,6,0,Sunny,2,46.65,23.7,0,1
SRT-B-2257,Adajan,Vesu,44.15,6,1,Sunny,9,15.76,168.11,1,0
SRT-B-2258,Pandesara,Rander,16.84,3,0,Rainy,4,28.95,34.9,0,0
SRT-B-2259,Varachha,Katargam,48.83,7,1,Foggy,9,22.56,129.89,1,0
SRT-B-2260,Katargam,Vesu,24.77,7,1,Cloudy,3,22.55,65.91,1,0
SRT-B-2261,Varachha,Udhna,24.88,5,0,Foggy,5,32.62,45.76,0,0
SRT-B-2262,Udhna,Piplod,38.93,4,1,Foggy,3,17.97,129.95,1,0
SRT-B-2263,Katargam,Godadara,10.09,8,1,Cloudy,6,21.72,27.87,1,0
SRT-B-2264,Rander,Adajan,5.78,9,0,Foggy,2,31.98,10.85,1,0
SRT-B-2265,Chikuwadi,Piplod,3.06,7,1,Cloudy,8,32.84,5.59,1,0
SRT-B-2266,Chikuwadi,Godadara,42.41,8,1,Rainy,4,13.37,190.32,1,0
SRT-B-2267,Varachha,Rander,10.14,7,0,Cloudy,3,36.67,16.59,0,0
SRT-B-2268,Rander,Chikuwadi,33.48,8,1,Foggy,1,22.66,88.66,1,0
SRT-B-2269,Adajan,Piplod,23.22,4,0,Cloudy,1,44.05,31.63,0,1
SRT-B-2270,Katargam,Udhna,4.02,4,1,Rainy,4,19.06,12.66,1,0
SRT-B-2271,Udhna,Varachha,22.22,3,0,Rainy,5,50.0,26.66,0,1
SRT-B-2272,Chikuwadi,Pandesara,5.92,8,0,Sunny,3,24.61,14.43,1,0
SRT-B-2273,Adajan,Godadara,12.59,4,0,Sunny,8,54.41,13.88,0,1
SRT-B-2274,Adajan,Udhna,42.33,9,0,Foggy,4,15.13,167.86,1,0
SRT-B-2275,Udhna,Rander,12.14,2,1,Rainy,3,39.82,18.29,1,0
SRT-B-2276,Vesu,Udhna,24.61,8,0,Cloudy,5,13.01,113.46,1,0
SRT-B-2277,Udhna,Godadara,40.73,4,1,Rainy,6,30.97,78.92,1,0
SRT-B-2278,Godadara,Adajan,3.55,8,1,Foggy,5,16.34,13.04,1,0
SRT-B-2279,Katargam,Chikuwadi,46.02,9,0,Cloudy,8,20.78,132.9,1,0
SRT-B-2280,Chikuwadi,Chikuwadi,44.39,6,0,Rainy,1,28.61,93.08,0,0
SRT-B-2281,Adajan,Adajan,7.43,7,1,Rainy,6,15.63,28.52,1,0
SRT-B-2282,Chikuwadi,Udhna,19.9,9,1,Rainy,8,13.87,86.08,1,0
SRT-B-2283,Godadara,Piplod,47.21,7,1,Rainy,6,34.69,81.66,1,0
SRT-B-2284,Varachha,Chikuwadi,16.7,2,1,Cloudy,1,20.38,49.16,1,0
SRT-B-2285,Rander,Adajan,15.71,7,0,Sunny,6,31.32,30.1,0,0
SRT-B-2286,Rander,Godadara,44.3,7,1,Rainy,7,26.52,100.21,1,0
SRT-B-2287,Godadara,Adajan,48.88,8,1,Rainy,2,16.11,182.01,1,0
SRT-B-2288,Varachha,Katargam,27.16,7,1,Sunny,9,32.31,50.44,1,0
SRT-B-2289,Katargam,Rander,41.95,5,0,Rainy,4,52.86,47.62,0,1
SRT-B-2290,Adajan,Katargam,44.08,8,1,Cloudy,3,21.19,124.83,1,0
SRT-B-2291,Katargam,Chikuwadi,38.35,6,1,Rainy,1,29.3,78.54,1,0
SRT-B-2292,Udhna,Piplod,44.56,4,0,Cloudy,9,47.42,56.38,0,1
SRT-B-2293,Varachha,Katargam,49.45,7,1,Rainy,7,22.95,129.27,1,0
SRT-B-2294,Adajan,Piplod,40.14,1,1,Cloudy,2,22.47,107.19,1,0
SRT-B-2295,Udhna,Udhna,28.3,4,0,Foggy,8,41.18,41.23,0,1
SRT-B-2296,Pandesara,Pandesara,22.56,2,1,Rainy,5,34.72,38.98,1,0
SRT-B-2297,Godadara,Pandesara,34.71,9,0,Rainy,7,21.94,94.93,1,0
SRT-B-2298,Katargam,Piplod,4.75,9,0,Cloudy,9,17.83,15.99,1,0
SRT-B-2299,Varachha,Rander,41.59,9,1,Foggy,1,25.19,99.05,1,0
SRT-B-2300,Udhna,Pandesara,15.27,1,1,Sunny,6,34.09,26.88,1,0
SRT-B-2301,Piplod,Pandesara,25.6,1,1,Rainy,6,14.78,103.93,1,0
SRT-B-2302,Chikuwadi,Udhna,49.1,5,0,Sunny,5,22.48,131.08,0,0
SRT-B-2303,Chikuwadi,Godadara,36.91,5,1,Foggy,1,40.8,54.27,1,1
SRT-B-2304,Godadara,Godadara,34.18,6,1,Cloudy,2,38.91,52.7,1,0
SRT-B-2305,Adajan,Rander,18.21,3,1,Sunny,8,34.98,31.23,1,0
SRT-B-2306,Piplod,Godadara,9.04,4,1,Foggy,4,28.7,18.9,1,0
SRT-B-2307,Katargam,Varachha,49.75,8,0,Sunny,9,14.43,206.88,1,0
SRT-B-2308,Katargam,Varachha,12.3,7,1,Cloudy,6,33.62,21.95,1,0
SRT-B-2309,Varachha,Chikuwadi,21.19,7,1,Sunny,8,19.02,66.84,1,0
SRT-B-2310,Adajan,Vesu,34.98,4,0,Rainy,1,36.95,56.8,0,0
SRT-B-2311,Varachha,Rander,27.96,8,1,Rainy,4,8.83,189.93,1,0
SRT-B-2312,Vesu,Udhna,19.28,2,1,Cloudy,3,33.27,34.77,1,0
SRT-B-2313,Godadara,Udhna,9.7,8,0,Cloudy,2,33.96,17.14,1,0
SRT-B-2314,Varachha,Katargam,4.97,9,1,Sunny,5,16.39,18.19,1,0
SRT-B-2315,Piplod,Vesu,35.83,3,1,Sunny,6,41.41,51.92,1,1
SRT-B-2316,Katargam,Adajan,45.2,5,0,Sunny,5,54.16,50.08,0,1
SRT-B-2317,Vesu,Piplod,26.75,2,0,Foggy,7,48.67,32.97,0,1
SRT-B-2318,Rander,Varachha,6.35,6,0,Cloudy,7,41.59,9.16,0,1
SRT-B-2319,Rander,Piplod,33.0,5,1,Cloudy,3,35.51,55.76,1,0
SRT-B-2320,Vesu,Katargam,41.7,8,0,Rainy,2,19.82,126.25,1,0
SRT-B-2321,Udhna,Rander,30.69,1,0,Rainy,1,34.81,52.89,0,0
SRT-B-2322,Adajan,Rander,14.48,4,0,Sunny,4,25.46,34.12,0,0
SRT-B-2323,Piplod,Vesu,20.78,9,1,Rainy,1,21.5,57.98,1,0
SRT-B-2324,Pandesara,Katargam,25.24,7,1,Foggy,6,41.67,36.34,1,1
SRT-B-2325,Pandesara,Varachha,7.53,2,1,Foggy,5,37.41,12.08,1,0
SRT-B-2326,Piplod,Godadara,18.31,9,0,Sunny,4,18.33,59.93,1,0
SRT-B-2327,Udhna,Godadara,4.03,4,1,Sunny,4,21.26,11.37,1,0
SRT-B-2328,Varachha,Udhna,19.17,6,1,Cloudy,3,21.3,54.0,1,0
SRT-B-2329,Varachha,Vesu,9.51,9,0,Sunny,1,34.79,16.4,1,0
SRT-B-2330,Piplod,Katargam,47.57,8,1,Sunny,1,15.66,182.22,1,0
SRT-B-2331,Vesu,Varachha,47.34,2,0,Foggy,1,31.36,90.57,0,0
SRT-B-2332,Varachha,Udhna,39.05,9,0,Sunny,9,15.72,149.01,1,0
SRT-B-2333,Katargam,Chikuwadi,22.87,2,0,Sunny,1,58.74,23.36,0,1
SRT-B-2334,Chikuwadi,Vesu,11.74,3,0,Sunny,5,22.38,31.47,0,0
SRT-B-2335,Udhna,Chikuwadi,24.32,2,1,Foggy,5,38.31,38.09,1,0
SRT-B-2336,Vesu,Katargam,30.07,4,1,Sunny,8,25.1,71.89,1,0
SRT-B-2337,Katargam,Varachha,33.82,8,1,Rainy,6,13.6,149.25,1,0
SRT-B-2338,Vesu,Chikuwadi,31.02,5,1,Sunny,7,39.25,47.42,1,0
SRT-B-2339,Vesu,Udhna,19.6,1,0,Foggy,4,53.88,21.83,0,1
SRT-B-2340,Rander,Chikuwadi,20.02,7,0,Cloudy,3,47.78,25.14,0,1
SRT-B-2341,Vesu,Varachha,34.23,4,1,Rainy,8,33.11,62.03,1,0
SRT-B-2342,Varachha,Varachha,16.72,5,0,Rainy,6,23.01,43.59,0,0
SRT-B-2343,Rander,Chikuwadi,11.87,6,1,Cloudy,8,23.63,30.14,1,0
SRT-B-2344,Udhna,Adajan,46.4,5,0,Sunny,8,48.15,57.83,0,1
SRT-B-2345,Pandesara,Adajan,19.23,9,0,Sunny,1,27.96,41.26,1,0
SRT-B-2346,Pandesara,Vesu,35.53,2,1,Sunny,6,31.95,66.71,1,0
SRT-B-2347,Udhna,Rander,38.01,1,0,Foggy,3,53.95,42.27,0,1
SRT-B-2348,Godadara,Katargam,43.89,6,0,Sunny,2,39.47,66.71,0,0
SRT-B-2349,Udhna,Adajan,5.45,6,0,Sunny,7,26.15,12.5,0,0
SRT-B-2350,Rander,Udhna,45.36,9,1,Rainy,9,13.67,199.07,1,0
SRT-B-2351,Godadara,Chikuwadi,20.97,6,1,Cloudy,8,40.44,31.12,1,1
SRT-B-2352,Rander,Piplod,28.76,8,1,Cloudy,4,10.35,166.8,1,0
SRT-B-2353,Piplod,Udhna,14.01,5,0,Sunny,5,51.55,16.31,0,1
SRT-B-2354,Udhna,Godadara,27.67,8,0,Rainy,9,30.23,54.92,1,0
SRT-B-2355,Rander,Pandesara,23.34,6,0,Cloudy,5,23.36,59.94,0,0
SRT-B-2356,Varachha,Rander,27.81,9,0,Foggy,6,29.57,56.43,1,0
SRT-B-2357,Udhna,Chikuwadi,22.92,5,1,Rainy,8,39.0,35.26,1,0
SRT-B-2358,Katargam,Katargam,31.65,7,0,Rainy,1,22.34,85.0,0,0
SRT-B-2359,Rander,Katargam,24.94,5,0,Foggy,7,39.69,37.7,0,0
SRT-B-2360,Piplod,Varachha,11.69,1,1,Sunny,4,29.75,23.58,1,0
SRT-B-2361,Udhna,Vesu,26.08,8,1,Rainy,4,15.42,101.51,1,0
SRT-B-2362,Vesu,Katargam,18.48,9,1,Sunny,3,15.84,70.02,1,0
SRT-B-2363,Piplod,Adajan,7.16,9,1,Foggy,2,20.07,21.4,1,0
SRT-B-2364,Adajan,Adajan,14.63,6,1,Foggy,2,27.66,31.73,1,0
SRT-B-2365,Udhna,Rander,18.65,5,1,Foggy,2,16.71,66.95,1,0
SRT-B-2366,Pandesara,Katargam,15.96,3,1,Cloudy,4,38.45,24.91,1,0
SRT-B-2367,Vesu,Katargam,30.74,6,0,Foggy,5,28.22,65.36,0,0
SRT-B-2368,Piplod,Chikuwadi,31.83,2,1,Sunny,8,35.32,54.07,1,0
SRT-B-2369,Godadara,Chikuwadi,33.92,6,1,Rainy,9,30.3,67.17,1,0
SRT-B-2370,Piplod,Rander,13.29,3,0,Foggy,5,38.8,20.55,0,0
SRT-B-2371,Chikuwadi,Pandesara,4.64,5,1,Sunny,9,21.64,12.86,1,0
SRT-B-2372,Varachha,Chikuwadi,17.73,9,0,Cloudy,8,15.46,68.8,1,0
SRT-B-2373,Vesu,Piplod,43.19,1,0,Sunny,2,51.86,49.97,0,1
SRT-B-2374,Vesu,Rander,48.44,6,1,Cloudy,5,37.99,76.51,1,0
SRT-B-2375,Pandesara,Chikuwadi,43.89,6,0,Foggy,1,43.2,60.96,0,1
SRT-B-2376,Udhna,Chikuwadi,48.35,1,0,Rainy,1,36.62,79.22,0,0
SRT-B-2377,Vesu,Udhna,36.75,3,1,Sunny,8,33.78,65.27,1,0
SRT-B-2378,Pandesara,Katargam,47.41,2,0,Foggy,8,44.97,63.26,0,1
SRT-B-2379,Varachha,Chikuwadi,7.08,3,0,Rainy,8,58.18,7.3,0,1
SRT-B-2380,Vesu,Varachha,18.58,8,1,Cloudy,3,15.21,73.28,1,0
SRT-B-2381,Adajan,Katargam,30.27,9,0,Sunny,9,23.66,76.76,1,0
SRT-B-2382,Vesu,Katargam,49.44,9,0,Rainy,7,19.95,148.66,1,0
SRT-B-2383,Pandesara,Pandesara,22.14,7,1,Sunny,3,35.69,37.22,1,0
SRT-B-2384,Rander,Adajan,22.95,9,1,Sunny,8,15.68,87.82,1,0
SRT-B-2385,Chikuwadi,Udhna,14.88,5,1,Rainy,5,32.66,27.33,1,0
SRT-B-2386,Varachha,Chikuwadi,13.5,5,0,Cloudy,7,47.31,17.12,0,1
SRT-B-2387,Pandesara,Godadara,26.89,8,0,Sunny,4,13.5,119.51,1,0
SRT-B-2388,Pandesara,Udhna,42.02,4,0,Foggy,2,31.38,80.35,0,0
SRT-B-2389,Udhna,Varachha,9.05,1,0,Cloudy,4,49.89,10.88,0,1
SRT-B-2390,Katargam,Godadara,17.72,1,1,Rainy,3,33.81,31.44,1,0
SRT-B-2391,Katargam,Katargam,41.86,8,0,Sunny,8,20.06,125.21,1,0
SRT-B-2392,Godadara,Rander,42.52,9,0,Cloudy,2,21.58,118.21,1,0
SRT-B-2393,Udhna,Piplod,31.93,1,0,Rainy,4,22.75,84.2,0,0
SRT-B-2394,Vesu,Udhna,23.68,1,1,Cloudy,8,30.58,46.46,1,0
SRT-B-2395,Pandesara,Varachha,42.0,1,1,Sunny,4,27.38,92.05,1,0
SRT-B-2396,Varachha,Adajan,29.57,1,1,Foggy,3,35.94,49.36,1,0
SRT-B-2397,Adajan,Adajan,2.91,4,0,Sunny,3,47.03,3.71,0,1
SRT-B-2398,Chikuwadi,Rander,27.12,9,0,Rainy,7,26.84,60.62,1,0
SRT-B-2399,Rander,Pandesara,33.7,9,0,Cloudy,5,23.75,85.13,1,0
SRT-B-2400,Piplod,Rander,45.57,6,0,Foggy,8,21.3,128.37,0,0
SRT-B-2401,Vesu,Chikuwadi,45.22,9,1,Foggy,3,20.13,134.79,1,0
SRT-B-2402,Udhna,Varachha,19.39,7,1,Foggy,3,20.74,56.08,1,0
SRT-B-2403,Vesu,Udhna,17.8,8,1,Cloudy,2,12.53,85.22,1,0
SRT-B-2404,Katargam,Chikuwadi,5.07,9,1,Cloudy,8,13.05,23.31,1,0
SRT-B-2405,Udhna,Udhna,49.84,5,0,Rainy,2,40.61,73.63,0,1
SRT-B-2406,Pandesara,Adajan,16.04,4,1,Foggy,7,39.84,24.16,1,0
SRT-B-2407,Katargam,Chikuwadi,39.68,7,0,Cloudy,4,37.67,63.2,0,0
SRT-B-2408,Rander,Pandesara,21.86,9,0,Cloudy,6,15.03,87.26,1,0
SRT-B-2409,Varachha,Varachha,33.01,1,0,Rainy,4,45.42,43.61,0,1
SRT-B-2410,Rander,Vesu,32.18,1,0,Foggy,5,57.8,33.4,0,1
SRT-B-2411,Chikuwadi,Godadara,15.44,4,1,Foggy,9,29.73,31.17,1,0
SRT-B-2412,Vesu,Vesu,46.66,4,0,Sunny,4,56.64,49.43,0,1
SRT-B-2413,Varachha,Varachha,36.66,4,0,Sunny,1,54.11,40.65,0,1
SRT-B-2414,Adajan,Katargam,6.69,1,0,Foggy,1,45.69,8.79,0,1
SRT-B-2415,Adajan,Rander,30.47,6,0,Foggy,1,54.33,33.65,0,1
SRT-B-2416,Rander,Vesu,8.34,7,0,Sunny,9,33.14,15.1,0,0
SRT-B-2417,Katargam,Piplod,24.43,9,1,Foggy,4,15.41,95.12,1,0
SRT-B-2418,Godadara,Rander,48.36,6,1,Rainy,4,17.74,163.55,1,0
SRT-B-2419,Vesu,Adajan,16.54,9,0,Rainy,9,35.62,27.86,1,0
SRT-B-2420,Katargam,Udhna,27.54,5,1,Rainy,8,19.14,86.33,1,0
SRT-B-2421,Udhna,Adajan,40.98,1,1,Rainy,8,40.54,60.65,1,1
SRT-B-2422,Adajan,Katargam,40.12,5,0,Rainy,9,47.78,50.38,0,1
SRT-B-2423,Katargam,Rander,10.34,4,0,Cloudy,7,52.16,11.89,0,1
SRT-B-2424,Katargam,Udhna,34.39,5,0,Rainy,2,39.96,51.63,0,0
SRT-B-2425,Katargam,Rander,36.7,9,1,Sunny,4,18.65,118.09,1,0
SRT-B-2426,Adajan,Chikuwadi,18.55,5,0,Rainy,3,51.07,21.79,0,1
SRT-B-2427,Katargam,Pandesara,47.21,9,0,Rainy,9,30.54,92.76,1,0
SRT-B-2428,Vesu,Chikuwadi,14.51,2,1,Sunny,3,30.52,28.53,1,0
SRT-B-2429,Chikuwadi,Godadara,27.15,3,1,Cloudy,3,29.67,54.91,1,0
SRT-B-2430,Pandesara,Godadara,34.74,5,1,Foggy,7,31.32,66.56,1,0
SRT-B-2431,Udhna,Vesu,44.42,2,1,Sunny,9,36.83,72.36,1,0
SRT-B-2432,Piplod,Pandesara,15.58,9,1,Rainy,5,16.34,57.2,1,0
SRT-B-2433,Piplod,Katargam,49.46,6,1,Rainy,5,39.43,75.26,1,0
SRT-B-2434,Piplod,Godadara,6.57,2,1,Foggy,1,20.78,18.97,1,0
SRT-B-2435,Pandesara,Udhna,33.06,8,1,Foggy,3,16.56,119.77,1,0
SRT-B-2436,Rander,Varachha,10.63,6,1,Cloudy,4,39.08,16.32,1,0
SRT-B-2437,Udhna,Chikuwadi,6.08,9,1,Rainy,5,11.95,30.52,1,0
SRT-B-2438,Pandesara,Vesu,36.6,7,0,Foggy,6,47.58,46.15,0,1
SRT-B-2439,Udhna,Katargam,48.97,9,1,Rainy,6,23.77,123.6,1,0
SRT-B-2440,Chikuwadi,Chikuwadi,24.41,2,0,Foggy,5,28.88,50.71,0,0
SRT-B-2441,Adajan,Godadara,19.82,1,0,Sunny,4,53.24,22.34,0,1
SRT-B-2442,Udhna,Godadara,31.45,8,1,Sunny,4,13.47,140.12,1,0
SRT-B-2443,Adajan,Piplod,17.36,9,0,Rainy,5,14.06,74.06,1,0
SRT-B-2444,Rander,Chikuwadi,32.66,4,1,Cloudy,2,21.84,89.71,1,0
SRT-B-2445,Varachha,Vesu,35.75,1,0,Rainy,4,39.96,53.68,0,0
SRT-B-2446,Godadara,Piplod,14.17,7,1,Cloudy,7,14.94,56.9,1,0
SRT-B-2447,Chikuwadi,Adajan,22.6,9,1,Foggy,5,12.92,104.95,1,0
SRT-B-2448,Chikuwadi,Pandesara,21.19,6,1,Sunny,6,41.99,30.28,1,1
SRT-B-2449,Rander,Rander,22.14,4,1,Sunny,1,22.2,59.85,1,0
SRT-B-2450,Rander,Katargam,14.07,5,1,Sunny,7,22.95,36.79,1,0
SRT-B-2451,Pandesara,Godadara,35.79,4,1,Sunny,5,16.7,128.56,1,0
SRT-B-2452,Chikuwadi,Udhna,7.67,2,1,Cloudy,7,17.28,26.64,1,0
SRT-B-2453,Adajan,Katargam,24.78,7,1,Foggy,6,39.78,37.38,1,0
SRT-B-2454,Varachha,Pandesara,25.55,4,1,Foggy,6,22.92,66.89,1,0
SRT-B-2455,Vesu,Rander,39.73,1,1,Cloudy,9,14.65,162.7,1,0
SRT-B-2456,Chikuwadi,Rander,17.41,9,0,Cloudy,1,15.11,69.15,1,0
SRT-B-2457,Rander,Adajan,3.53,8,1,Foggy,6,21.95,9.65,1,0
SRT-B-2458,Udhna,Varachha,9.29,9,1,Foggy,5,14.36,38.82,1,0
SRT-B-2459,Chikuwadi,Katargam,12.37,4,1,Foggy,4,41.58,17.85,1,1
SRT-B-2460,Varachha,Vesu,38.34,2,0,Rainy,4,35.76,64.33,0,0
SRT-B-2461,Varachha,Rander,7.13,4,1,Cloudy,6,23.76,18.0,1,0
SRT-B-2462,Katargam,Katargam,33.73,8,0,Cloudy,4,18.37,110.16,1,0
SRT-B-2463,Piplod,Pandesara,13.15,7,1,Cloudy,4,16.82,46.9,1,0
SRT-B-2464,Vesu,Chikuwadi,22.99,8,0,Cloudy,9,28.58,48.26,1,0
SRT-B-2465,Vesu,Katargam,7.5,4,1,Rainy,3,15.08,29.84,1,0
SRT-B-2466,Pandesara,Vesu,45.37,3,0,Sunny,3,46.79,58.18,0,1
SRT-B-2467,Pandesara,Udhna,21.74,3,0,Sunny,5,33.89,38.49,0,0
SRT-B-2468,Katargam,Katargam,34.15,8,0,Cloudy,6,28.17,72.75,1,0
SRT-B-2469,Piplod,Godadara,45.9,9,0,Sunny,7,16.71,164.79,1,0
SRT-B-2470,Pandesara,Pandesara,9.43,6,1,Cloudy,2,41.65,13.59,1,1
SRT-B-2471,Varachha,Rander,8.44,8,0,Foggy,1,27.64,18.32,1,0
SRT-B-2472,Varachha,Rander,39.23,8,0,Cloudy,4,20.41,115.31,1,0
SRT-B-2473,Pandesara,Rander,8.9,6,0,Rainy,9,41.71,12.8,0,1
SRT-B-2474,Katargam,Katargam,40.83,8,0,Foggy,2,26.37,92.89,1,0
SRT-B-2475,Godadara,Rander,4.48,3,1,Cloudy,4,39.18,6.86,1,0
SRT-B-2476,Godadara,Katargam,43.99,5,0,Sunny,7,25.07,105.3,0,0
SRT-B-2477,Varachha,Vesu,46.55,7,1,Foggy,6,27.23,102.56,1,0
SRT-B-2478,Udhna,Godadara,33.21,3,1,Sunny,1,41.45,48.07,1,1
SRT-B-2479,Godadara,Vesu,13.85,9,0,Cloudy,4,34.78,23.89,1,0
SRT-B-2480,Chikuwadi,Vesu,28.43,9,0,Foggy,8,15.8,107.94,1,0
SRT-B-2481,Udhna,Piplod,49.36,8,1,Rainy,7,20.48,144.62,1,0
SRT-B-2482,Katargam,Chikuwadi,32.73,9,0,Cloudy,8,28.87,68.03,1,0
SRT-B-2483,Katargam,Pandesara,38.93,5,0,Foggy,3,58.32,40.05,0,1
SRT-B-2484,Udhna,Udhna,43.76,6,0,Foggy,6,21.11,124.36,0,0
SRT-B-2485,Varachha,Udhna,26.03,8,0,Sunny,9,24.49,63.78,1,0
SRT-B-2486,Vesu,Katargam,14.56,6,1,Sunny,9,35.05,24.93,1,0
SRT-B-2487,Vesu,Rander,11.28,8,1,Sunny,4,9.61,70.39,1,0
SRT-B-2488,Varachha,Rander,42.06,4,1,Foggy,1,29.8,84.69,1,0
SRT-B-2489,Chikuwadi,Katargam,44.09,8,1,Cloudy,2,22.78,116.14,1,0
SRT-B-2490,Chikuwadi,Katargam,4.62,7,0,Rainy,2,30.69,9.03,0,0
SRT-B-2491,Vesu,Rander,28.25,4,1,Sunny,4,33.84,50.09,1,0
SRT-B-2492,Godadara,Piplod,42.58,4,1,Rainy,7,32.09,79.61,1,0
SRT-B-2493,Udhna,Godadara,15.41,4,0,Cloudy,4,55.69,16.6,0,1
SRT-B-2494,Adajan,Godadara,2.36,9,1,Cloudy,1,17.76,7.97,1,0
SRT-B-2495,Piplod,Rander,28.72,6,0,Cloudy,2,56.01,30.77,0,1
SRT-B-2496,Udhna,Rander,13.26,9,1,Foggy,4,12.82,62.06,1,0
SRT-B-2497,Adajan,Pandesara,45.43,5,0,Sunny,3,50.35,54.13,0,1
SRT-B-2498,Rander,Rander,34.79,1,0,Cloudy,3,35.12,59.44,0,0
SRT-B-2499,Pandesara,Katargam,22.57,5,0,Foggy,6,54.04,25.06,0,1
SRT-B-2500,Godadara,Adajan,33.9,9,1,Cloudy,1,22.59,90.05,1,0
SRT-B-2501,Adajan,Vesu,13.41,1,1,Cloudy,1,25.08,32.09,1,0
SRT-B-2502,Vesu,Rander,49.2,7,0,Foggy,3,29.22,101.03,0,0
SRT-B-2503,Varachha,Rander,12.86,2,1,Cloudy,1,15.59,49.51,1,0
SRT-B-2504,Katargam,Godadara,35.94,2,0,Sunny,2,21.56,100.02,0,0
SRT-B-2505,Rander,Vesu,29.77,6,0,Sunny,2,28.27,63.19,0,0
SRT-B-2506,Varachha,Rander,6.91,5,1,Rainy,5,38.19,10.86,1,0
SRT-B-2507,Rander,Godadara,47.8,4,0,Rainy,4,22.32,128.49,0,0
SRT-B-2508,Pandesara,Piplod,42.2,3,1,Cloudy,1,30.72,82.42,1,0
SRT-B-2509,Udhna,Godadara,43.49,7,1,Rainy,7,31.87,81.89,1,0
SRT-B-2510,Vesu,Varachha,11.18,9,1,Sunny,8,10.79,62.18,1,0
SRT-B-2511,Pandesara,Udhna,21.44,9,1,Foggy,1,11.01,116.8,1,0
SRT-B-2512,Katargam,Katargam,27.87,2,1,Foggy,3,19.13,87.42,1,0
SRT-B-2513,Adajan,Vesu,3.68,9,1,Sunny,4,24.77,8.92,1,0
SRT-B-2514,Katargam,Chikuwadi,43.1,9,1,Cloudy,1,19.01,136.07,1,0
SRT-B-2515,Piplod,Piplod,33.61,4,1,Rainy,9,39.5,51.05,1,0
SRT-B-2516,Adajan,Vesu,37.79,1,1,Rainy,6,28.46,79.66,1,0
SRT-B-2517,Godadara,Chikuwadi,13.09,8,1,Foggy,2,19.35,40.59,1,0
SRT-B-2518,Godadara,Godadara,2.82,4,1,Sunny,7,33.84,5.0,1,0
SRT-B-2519,Godadara,Varachha,39.9,9,1,Foggy,8,9.45,253.29,1,0
SRT-B-2520,Udhna,Piplod,12.46,5,1,Cloudy,2,17.8,42.01,1,0
SRT-B-2521,Katargam,Adajan,33.44,1,1,Cloudy,5,20.49,97.9,1,0
SRT-B-2522,Adajan,Pandesara,32.84,4,0,Sunny,3,54.73,36.0,0,1
SRT-B-2523,Adajan,Chikuwadi,44.6,5,0,Foggy,7,33.59,79.68,0,0
SRT-B-2524,Vesu,Piplod,48.19,3,1,Sunny,1,25.93,111.51,1,0
SRT-B-2525,Varachha,Katargam,45.39,5,0,Rainy,1,25.59,106.42,0,0
SRT-B-2526,Varachha,Udhna,44.71,3,1,Cloudy,4,21.48,124.86,1,0
SRT-B-2527,Pandesara,Pandesara,39.04,4,0,Rainy,6,50.13,46.73,0,1
SRT-B-2528,Udhna,Rander,15.6,9,0,Rainy,4,35.87,26.1,1,0
SRT-B-2529,Udhna,Katargam,17.74,2,1,Cloudy,9,26.32,40.44,1,0
SRT-B-2530,Piplod,Rander,8.43,5,0,Rainy,2,22.85,22.13,0,0
SRT-B-2531,Piplod,Varachha,20.53,5,0,Rainy,2,38.41,32.07,0,0
SRT-B-2532,Chikuwadi,Varachha,33.65,8,1,Sunny,7,13.91,145.12,1,0
SRT-B-2533,Rander,Katargam,4.58,9,0,Rainy,4,25.02,10.98,1,0
SRT-B-2534,Piplod,Varachha,33.13,1,0,Rainy,6,21.98,90.44,0,0
SRT-B-2535,Piplod,Piplod,45.9,9,1,Foggy,8,11.83,232.86,1,0
SRT-B-2536,Varachha,Adajan,3.8,7,0,Sunny,3,25.51,8.94,0,0
SRT-B-2537,Piplod,Katargam,26.53,8,1,Sunny,3,11.93,133.41,1,0
SRT-B-2538,Rander,Vesu,20.67,4,0,Foggy,4,51.4,24.13,0,1
SRT-B-2539,Katargam,Rander,9.89,6,0,Foggy,6,31.72,18.7,0,0
SRT-B-2540,Chikuwadi,Udhna,5.37,5,1,Sunny,8,21.5,14.98,1,0
SRT-B-2541,Katargam,Vesu,3.82,2,0,Rainy,9,24.03,9.54,0,0
SRT-B-2542,Rander,Varachha,43.4,7,0,Rainy,7,21.74,119.79,0,0
SRT-B-2543,Chikuwadi,Piplod,33.59,1,0,Cloudy,1,40.58,49.67,0,1
SRT-B-2544,Godadara,Varachha,30.26,3,1,Foggy,4,33.56,54.09,1,0
SRT-B-2545,Udhna,Katargam,38.05,3,1,Sunny,7,32.9,69.4,1,0
SRT-B-2546,Adajan,Rander,22.12,4,1,Foggy,4,38.13,34.81,1,0
SRT-B-2547,Godadara,Pandesara,6.84,4,1,Cloudy,5,21.24,19.33,1,0
SRT-B-2548,Chikuwadi,Varachha,2.22,9,0,Cloudy,7,27.11,4.91,1,0
