Bus_ID,Route_Name,Distance_km,Traffic_Density,Weather,Is_Peak_Hour,Actual_Travel_Time,Is_Late
SRT-B-2289,Udhna to Pal (Surat),0.94,8.0,Cloudy,0,175.65,1
SRT-B-2290,Rander to Piplod (Surat),8.38,10.0,Cloudy,1,77.93,1
SRT-B-2291,Shivaji Nagar to Hinjewadi (Pune),5.97,5.0,Foggy,1,57.9,0
SRT-B-2292,Navrangpura to Maninagar (Ahmedabad),6.2,8.0,Cloudy,0,52.67,0
SRT-B-2293,Alambagh to Charbagh (Lucknow),6.57,5.0,Rainy,1,63.9,1
SRT-B-2294,Patna Junction to Kankarbagh (Patna),0.95,,Foggy,1,41.17,0
SRT-B-2295,Sector 17 to Mohali (Chandigarh),6.27,2.0,Sunny,0,28.9,0
SRT-B-2296,Connaught Place to Karol Bagh (Delhi),7.85,3.0,,0,38.17,0
SRT-B-2297,Andheri East to Andheri West (Mumbai),3.46,8.0,Rainy,0,55.53,0
SRT-B-2298,Salt Lake to Esplanade (Kolkata),8.81,9.0,Foggy,0,73.37,1
SRT-B-2299,MG Road to Whitefield (Bengaluru),1.09,8.0,Sunny,0,35.63,0
SRT-B-2300,T Nagar to Velachery (Chennai),1.78,2.0,Rainy,0,25.93,0
SRT-B-2301,Banjara Hills to Ameerpet (Hyderabad),5.71,4.0,,0,35.03,0
SRT-B-2302,Station to Adajan (Surat),1.27,2.0,Rainy,0,24.23,0
SRT-B-2303,Vesu to Varachha (Surat),7.08,6.0,Rainy,0,59.6,0
SRT-B-2304,Udhna to Pal (Surat),3.22,9.0,Sunny,1,56.73,0
SRT-B-2305,Rander to Piplod (Surat),1.38,9.0,,0,40.6,0
SRT-B-2306,Shivaji Nagar to Hinjewadi (Pune),1.0,5.0,Sunny,0,23.33,0
SRT-B-2307,Navrangpura to Maninagar (Ahmedabad),1.86,5.0,Rainy,0,38.2,0
SRT-B-2308,Alambagh to Charbagh (Lucknow),0.72,7.0,Rainy,0,42.4,0
SRT-B-2309,Patna Junction to Kankarbagh (Patna),1.36,8.0,Rainy,0,48.53,0
SRT-B-2310,Sector 17 to Mohali (Chandigarh),7.38,4.0,Sunny,1,50.6,0
SRT-B-2311,Connaught Place to Karol Bagh (Delhi),5.27,8.0,Sunny,0,49.57,0
SRT-B-2312,Andheri East to Andheri West (Mumbai),,3.0,Cloudy,1,28.63,0
SRT-B-2313,Salt Lake to Esplanade (Kolkata),0.9,6.0,Cloudy,0,27.0,0
SRT-B-2314,MG Road to Whitefield (Bengaluru),,8.0,Sunny,0,42.6,0
SRT-B-2315,T Nagar to Velachery (Chennai),1.49,3.0,Cloudy,0,16.97,0
SRT-B-2316,Banjara Hills to Ameerpet (Hyderabad),1.66,6.0,Cloudy,1,39.53,0
SRT-B-2317,Station to Adajan (Surat),3.97,5.0,Cloudy,0,33.23,0
SRT-B-2318,Vesu to Varachha (Surat),6.13,7.0,Sunny,1,58.43,0
SRT-B-2319,Udhna to Pal (Surat),3.38,1.0,,0,15.27,0
SRT-B-2320,Rander to Piplod (Surat),6.93,7.0,Cloudy,0,51.1,0
SRT-B-2321,Shivaji Nagar to Hinjewadi (Pune),1.12,6.0,Sunny,1,37.73,0
SRT-B-2322,Navrangpura to Maninagar (Ahmedabad),6.45,6.0,Sunny,1,55.5,0
SRT-B-2323,Alambagh to Charbagh (Lucknow),3.23,,Rainy,0,46.77,0
SRT-B-2324,Patna Junction to Kankarbagh (Patna),0.93,8.0,Rainy,0,47.1,0
SRT-B-2325,Sector 17 to Mohali (Chandigarh),8.51,,Sunny,0,56.37,0
SRT-B-2326,Connaught Place to Karol Bagh (Delhi),7.27,5.0,Sunny,0,44.23,0
SRT-B-2327,Andheri East to Andheri West (Mumbai),7.74,9.0,Sunny,0,61.8,1
SRT-B-2328,Salt Lake to Esplanade (Kolkata),1.99,10.0,Cloudy,0,46.63,0
SRT-B-2329,MG Road to Whitefield (Bengaluru),0.79,5.0,Cloudy,0,113.14999999999999,1
SRT-B-2330,T Nagar to Velachery (Chennai),1.64,8.0,Cloudy,0,37.47,0
SRT-B-2331,Banjara Hills to Ameerpet (Hyderabad),2.24,3.0,Cloudy,0,19.47,0
SRT-B-2332,Station to Adajan (Surat),4.31,10.0,Rainy,1,76.37,1
SRT-B-2333,Vesu to Varachha (Surat),7.49,5.0,Sunny,0,44.97,0
SRT-B-2334,Udhna to Pal (Surat),5.98,7.0,Cloudy,1,57.93,0
SRT-B-2335,Rander to Piplod (Surat),2.33,2.0,Sunny,1,25.77,0
SRT-B-2336,Shivaji Nagar to Hinjewadi (Pune),1.37,,Foggy,0,52.57,0
SRT-B-2337,Navrangpura to Maninagar (Ahmedabad),7.43,10.0,Foggy,1,82.77,1
SRT-B-2338,Alambagh to Charbagh (Lucknow),5.1,10.0,Sunny,0,57.0,0
SRT-B-2339,Patna Junction to Kankarbagh (Patna),4.09,4.0,Sunny,0,29.63,0
SRT-B-2340,Sector 17 to Mohali (Chandigarh),7.55,8.0,Cloudy,0,57.17,0
SRT-B-2341,Connaught Place to Karol Bagh (Delhi),1.6,9.0,,1,51.33,0
SRT-B-2342,Andheri East to Andheri West (Mumbai),4.93,9.0,Sunny,0,52.43,0
SRT-B-2343,Salt Lake to Esplanade (Kolkata),0.58,2.0,Cloudy,1,19.93,0
SRT-B-2344,MG Road to Whitefield (Bengaluru),5.89,8.0,Sunny,0,51.63,0
SRT-B-2345,T Nagar to Velachery (Chennai),4.08,7.0,Rainy,1,63.6,1
SRT-B-2346,Banjara Hills to Ameerpet (Hyderabad),2.25,8.0,,0,51.5,0
SRT-B-2347,Station to Adajan (Surat),8.78,1.0,Rainy,0,45.27,0
SRT-B-2348,Vesu to Varachha (Surat),7.81,5.0,Cloudy,0,46.03,0
SRT-B-2349,Udhna to Pal (Surat),6.6,,Cloudy,0,62.0,1
SRT-B-2350,Rander to Piplod (Surat),1.46,4.0,Rainy,0,32.87,0
SRT-B-2351,Shivaji Nagar to Hinjewadi (Pune),2.17,2.0,Cloudy,0,15.23,0
SRT-B-2352,Navrangpura to Maninagar (Ahmedabad),8.08,8.0,Sunny,1,68.93,1
SRT-B-2353,Alambagh to Charbagh (Lucknow),8.69,,Rainy,1,86.97,1
SRT-B-2354,Patna Junction to Kankarbagh (Patna),3.01,7.0,Sunny,1,48.03,0
SRT-B-2355,Sector 17 to Mohali (Chandigarh),8.89,10.0,Cloudy,0,69.63,1
SRT-B-2356,Connaught Place to Karol Bagh (Delhi),7.49,8.0,Rainy,1,236.91,1
SRT-B-2357,Andheri East to Andheri West (Mumbai),7.93,2.0,Cloudy,1,44.43,0
SRT-B-2358,Salt Lake to Esplanade (Kolkata),5.64,7.0,,0,58.8,0
SRT-B-2359,MG Road to Whitefield (Bengaluru),5.89,10.0,Foggy,1,77.63,1
SRT-B-2360,T Nagar to Velachery (Chennai),,9.0,Rainy,0,72.37,1
SRT-B-2361,Banjara Hills to Ameerpet (Hyderabad),0.97,1.0,Cloudy,1,17.23,0
SRT-B-2362,Station to Adajan (Surat),3.79,4.0,Sunny,1,38.63,0
SRT-B-2363,Vesu to Varachha (Surat),5.95,,Sunny,0,47.83,0
SRT-B-2364,Udhna to Pal (Surat),6.93,8.0,Cloudy,0,55.1,0
SRT-B-2365,Rander to Piplod (Surat),0.5,3.0,Foggy,1,158.35000000000002,1
SRT-B-2366,Shivaji Nagar to Hinjewadi (Pune),5.45,1.0,Cloudy,1,32.17,0
SRT-B-2367,Navrangpura to Maninagar (Ahmedabad),5.21,5.0,Sunny,1,47.37,0
SRT-B-2368,Alambagh to Charbagh (Lucknow),1.33,10.0,Sunny,0,44.43,0
SRT-B-2369,Patna Junction to Kankarbagh (Patna),2.56,1.0,Sunny,1,22.53,0
SRT-B-2370,Sector 17 to Mohali (Chandigarh),3.33,1.0,Sunny,0,15.1,0
SRT-B-2371,Connaught Place to Karol Bagh (Delhi),1.42,1.0,Sunny,0,8.73,0
SRT-B-2372,Andheri East to Andheri West (Mumbai),1.12,1.0,Foggy,0,15.73,0
SRT-B-2373,Salt Lake to Esplanade (Kolkata),7.03,,Rainy,0,59.43,0
SRT-B-2374,MG Road to Whitefield (Bengaluru),6.07,3.0,Rainy,0,44.23,0
SRT-B-2375,T Nagar to Velachery (Chennai),4.99,3.0,Cloudy,0,28.63,0
SRT-B-2376,Banjara Hills to Ameerpet (Hyderabad),5.25,6.0,Sunny,0,41.5,0
SRT-B-2377,Station to Adajan (Surat),0.76,4.0,Rainy,0,30.53,0
SRT-B-2378,Vesu to Varachha (Surat),7.57,4.0,Cloudy,0,41.23,0
SRT-B-2379,Udhna to Pal (Surat),5.36,6.0,Rainy,0,53.87,0
SRT-B-2380,Rander to Piplod (Surat),1.65,8.0,Sunny,0,37.5,0
SRT-B-2381,Shivaji Nagar to Hinjewadi (Pune),3.99,9.0,Sunny,0,49.3,0
SRT-B-2382,Navrangpura to Maninagar (Ahmedabad),5.31,4.0,Foggy,1,51.7,0
SRT-B-2383,Alambagh to Charbagh (Lucknow),3.05,2.0,Rainy,1,40.17,0
SRT-B-2384,Patna Junction to Kankarbagh (Patna),2.92,5.0,,0,41.73,0
SRT-B-2385,Sector 17 to Mohali (Chandigarh),2.29,7.0,Cloudy,1,45.63,0
SRT-B-2386,Connaught Place to Karol Bagh (Delhi),7.38,8.0,,0,56.6,0
SRT-B-2387,Andheri East to Andheri West (Mumbai),4.74,9.0,Rainy,0,63.8,1
SRT-B-2388,Salt Lake to Esplanade (Kolkata),,6.0,Cloudy,1,50.07,0
SRT-B-2389,MG Road to Whitefield (Bengaluru),,7.0,Sunny,1,59.93,0
SRT-B-2390,T Nagar to Velachery (Chennai),,6.0,Cloudy,0,45.57,0
SRT-B-2391,Banjara Hills to Ameerpet (Hyderabad),6.89,10.0,Rainy,1,84.97,1
SRT-B-2392,Station to Adajan (Surat),,3.0,Cloudy,0,37.8,0
SRT-B-2393,Vesu to Varachha (Surat),1.01,,Cloudy,1,37.37,0
SRT-B-2394,Udhna to Pal (Surat),1.43,4.0,Sunny,0,20.77,0
SRT-B-2395,Rander to Piplod (Surat),8.45,4.0,Rainy,0,56.17,0
SRT-B-2396,Shivaji Nagar to Hinjewadi (Pune),1.76,7.0,Rainy,0,45.87,0
SRT-B-2397,Navrangpura to Maninagar (Ahmedabad),2.91,1.0,Rainy,0,25.7,0
SRT-B-2398,Alambagh to Charbagh (Lucknow),4.64,7.0,Rainy,1,65.47,1
SRT-B-2399,Patna Junction to Kankarbagh (Patna),2.45,1.0,Cloudy,0,12.17,0
SRT-B-2400,Sector 17 to Mohali (Chandigarh),3.86,8.0,Cloudy,0,44.87,0
SRT-B-2401,Connaught Place to Karol Bagh (Delhi),3.82,,Rainy,1,38.73,0
SRT-B-2402,Andheri East to Andheri West (Mumbai),8.08,10.0,Cloudy,1,76.93,1
SRT-B-2403,Salt Lake to Esplanade (Kolkata),8.48,1.0,Sunny,1,42.27,0
SRT-B-2404,MG Road to Whitefield (Bengaluru),4.88,4.0,Sunny,0,32.27,0
SRT-B-2405,T Nagar to Velachery (Chennai),7.24,7.0,Sunny,0,52.13,0
SRT-B-2406,Banjara Hills to Ameerpet (Hyderabad),5.71,10.0,Sunny,1,69.03,1
SRT-B-2407,Station to Adajan (Surat),4.8,,Cloudy,0,48.0,0
SRT-B-2408,Vesu to Varachha (Surat),4.77,5.0,Sunny,0,35.9,0
SRT-B-2409,Udhna to Pal (Surat),5.07,2.0,Sunny,0,24.9,0
SRT-B-2410,Rander to Piplod (Surat),1.85,,Sunny,0,46.17,0
SRT-B-2411,Shivaji Nagar to Hinjewadi (Pune),2.46,2.0,Foggy,1,34.2,0
SRT-B-2412,Navrangpura to Maninagar (Ahmedabad),7.01,8.0,Sunny,0,55.37,0
SRT-B-2413,Alambagh to Charbagh (Lucknow),2.78,8.0,,0,41.27,0
SRT-B-2414,Patna Junction to Kankarbagh (Patna),2.73,5.0,Sunny,1,117.30000000000001,1
SRT-B-2415,Sector 17 to Mohali (Chandigarh),5.75,,Sunny,0,35.17,0
SRT-B-2416,Connaught Place to Karol Bagh (Delhi),7.26,8.0,Sunny,0,56.2,0
SRT-B-2417,Andheri East to Andheri West (Mumbai),2.05,9.0,Sunny,1,264.15,1
SRT-B-2418,Salt Lake to Esplanade (Kolkata),6.44,8.0,Rainy,0,65.47,1
SRT-B-2419,MG Road to Whitefield (Bengaluru),8.6,9.0,Rainy,0,76.67,1
SRT-B-2420,T Nagar to Velachery (Chennai),5.17,10.0,Rainy,1,79.23,1
SRT-B-2421,Banjara Hills to Ameerpet (Hyderabad),,4.0,Sunny,0,20.0,0
SRT-B-2422,Station to Adajan (Surat),3.95,7.0,Sunny,1,51.17,0
SRT-B-2423,Vesu to Varachha (Surat),,1.0,Sunny,0,20.03,0
SRT-B-2424,Udhna to Pal (Surat),6.31,3.0,Sunny,0,33.03,0
SRT-B-2425,Rander to Piplod (Surat),5.17,1.0,Sunny,0,21.23,0
SRT-B-2426,Shivaji Nagar to Hinjewadi (Pune),0.6,6.0,,1,36.0,0
SRT-B-2427,Navrangpura to Maninagar (Ahmedabad),7.68,10.0,Cloudy,0,65.6,1
SRT-B-2428,Alambagh to Charbagh (Lucknow),2.69,6.0,Cloudy,0,32.97,0
SRT-B-2429,Patna Junction to Kankarbagh (Patna),4.88,9.0,Sunny,0,52.27,0
SRT-B-2430,Sector 17 to Mohali (Chandigarh),6.91,7.0,Cloudy,1,61.03,1
SRT-B-2431,Connaught Place to Karol Bagh (Delhi),3.56,6.0,Cloudy,0,35.87,0
SRT-B-2432,Andheri East to Andheri West (Mumbai),1.49,2.0,Cloudy,1,22.97,0
SRT-B-2433,Salt Lake to Esplanade (Kolkata),,5.0,Sunny,0,41.5,0
SRT-B-2434,MG Road to Whitefield (Bengaluru),2.02,5.0,Sunny,0,133.65,1
SRT-B-2435,T Nagar to Velachery (Chennai),0.76,7.0,Sunny,0,30.53,0
SRT-B-2436,Banjara Hills to Ameerpet (Hyderabad),,3.0,Rainy,0,47.43,0
SRT-B-2437,Station to Adajan (Surat),8.91,8.0,Sunny,0,61.7,1
SRT-B-2438,Vesu to Varachha (Surat),4.76,3.0,Sunny,0,27.87,0
SRT-B-2439,Udhna to Pal (Surat),6.98,3.0,,0,35.27,0
SRT-B-2440,Rander to Piplod (Surat),1.66,2.0,Sunny,0,13.53,0
SRT-B-2441,Shivaji Nagar to Hinjewadi (Pune),6.11,7.0,Sunny,1,58.37,0
SRT-B-2442,Navrangpura to Maninagar (Ahmedabad),8.8,8.0,Sunny,1,71.33,1
SRT-B-2443,Alambagh to Charbagh (Lucknow),8.08,4.0,Foggy,1,60.93,1
SRT-B-2444,Patna Junction to Kankarbagh (Patna),1.16,,Rainy,1,65.87,1
SRT-B-2445,Sector 17 to Mohali (Chandigarh),5.64,8.0,Sunny,0,50.8,0
SRT-B-2446,Connaught Place to Karol Bagh (Delhi),4.8,,Cloudy,0,24.0,0
SRT-B-2447,Andheri East to Andheri West (Mumbai),6.15,5.0,Rainy,1,62.5,1
SRT-B-2448,Salt Lake to Esplanade (Kolkata),8.51,4.0,Sunny,1,54.37,0
SRT-B-2449,MG Road to Whitefield (Bengaluru),2.62,8.0,Sunny,0,40.73,0
SRT-B-2450,T Nagar to Velachery (Chennai),6.98,2.0,Rainy,0,43.27,0
SRT-B-2451,Banjara Hills to Ameerpet (Hyderabad),3.42,,Sunny,1,41.4,0
SRT-B-2452,Station to Adajan (Surat),3.56,4.0,Cloudy,0,27.87,0
SRT-B-2453,Vesu to Varachha (Surat),,8.0,Cloudy,1,65.87,1
SRT-B-2454,Udhna to Pal (Surat),2.2,6.0,Cloudy,1,41.33,0
SRT-B-2455,Rander to Piplod (Surat),4.38,6.0,Foggy,1,56.6,0
SRT-B-2456,Shivaji Nagar to Hinjewadi (Pune),2.19,6.0,Rainy,1,53.3,0
SRT-B-2457,Navrangpura to Maninagar (Ahmedabad),6.99,9.0,Sunny,1,69.3,1
SRT-B-2458,Alambagh to Charbagh (Lucknow),1.9,6.0,Sunny,0,30.33,0
SRT-B-2459,Patna Junction to Kankarbagh (Patna),6.2,9.0,Cloudy,0,56.67,0
SRT-B-2460,Sector 17 to Mohali (Chandigarh),2.56,4.0,Rainy,0,36.53,0
SRT-B-2461,Connaught Place to Karol Bagh (Delhi),3.81,3.0,Sunny,0,24.7,0
SRT-B-2462,Andheri East to Andheri West (Mumbai),7.94,1.0,Sunny,1,40.47,0
SRT-B-2463,Salt Lake to Esplanade (Kolkata),4.81,6.0,Rainy,1,62.03,1
SRT-B-2464,MG Road to Whitefield (Bengaluru),4.87,3.0,Cloudy,1,38.23,0
SRT-B-2465,T Nagar to Velachery (Chennai),0.83,,Rainy,1,36.77,0
SRT-B-2466,Banjara Hills to Ameerpet (Hyderabad),2.51,10.0,Cloudy,1,58.37,0
SRT-B-2467,Station to Adajan (Surat),2.05,8.0,Rainy,0,50.83,0
SRT-B-2468,Vesu to Varachha (Surat),2.52,3.0,Sunny,1,30.4,0
SRT-B-2469,Udhna to Pal (Surat),2.96,1.0,Sunny,1,23.87,0
SRT-B-2470,Rander to Piplod (Surat),6.55,7.0,Cloudy,1,59.83,0
SRT-B-2471,Shivaji Nagar to Hinjewadi (Pune),8.25,3.0,Cloudy,0,39.5,0
SRT-B-2472,Navrangpura to Maninagar (Ahmedabad),1.01,5.0,Rainy,0,35.37,0
SRT-B-2473,Alambagh to Charbagh (Lucknow),5.85,7.0,Sunny,0,47.5,0
SRT-B-2474,Patna Junction to Kankarbagh (Patna),4.36,8.0,Cloudy,0,46.53,0
SRT-B-2475,Sector 17 to Mohali (Chandigarh),1.95,3.0,Cloudy,0,18.5,0
SRT-B-2476,Connaught Place to Karol Bagh (Delhi),1.84,6.0,Sunny,0,30.13,0
SRT-B-2477,Andheri East to Andheri West (Mumbai),0.87,7.0,Cloudy,0,92.69999999999999,1
SRT-B-2478,Salt Lake to Esplanade (Kolkata),6.17,1.0,Sunny,0,24.57,0
SRT-B-2479,MG Road to Whitefield (Bengaluru),8.11,3.0,Rainy,0,51.03,0
SRT-B-2480,T Nagar to Velachery (Chennai),7.57,7.0,Foggy,0,61.23,1
SRT-B-2481,Banjara Hills to Ameerpet (Hyderabad),5.41,1.0,Foggy,0,30.03,0
SRT-B-2482,Station to Adajan (Surat),8.99,5.0,Rainy,0,61.97,1
SRT-B-2483,Vesu to Varachha (Surat),7.53,2.0,Foggy,0,41.1,0
SRT-B-2484,Udhna to Pal (Surat),6.09,6.0,Sunny,0,44.3,0
SRT-B-2485,Rander to Piplod (Surat),6.64,6.0,Sunny,0,46.13,0
SRT-B-2486,Shivaji Nagar to Hinjewadi (Pune),3.72,7.0,Foggy,0,48.4,0
SRT-B-2487,Navrangpura to Maninagar (Ahmedabad),5.57,10.0,Sunny,0,58.57,0
SRT-B-2488,Alambagh to Charbagh (Lucknow),7.22,8.0,Cloudy,0,56.07,0
SRT-B-2489,Patna Junction to Kankarbagh (Patna),2.02,10.0,Sunny,1,56.73,0
SRT-B-2490,Sector 17 to Mohali (Chandigarh),6.1,2.0,Cloudy,0,28.33,0
SRT-B-2491,Connaught Place to Karol Bagh (Delhi),6.73,4.0,Cloudy,0,38.43,0
SRT-B-2492,Andheri East to Andheri West (Mumbai),6.55,4.0,Sunny,1,47.83,0
SRT-B-2493,Salt Lake to Esplanade (Kolkata),3.12,5.0,Cloudy,1,40.4,0
SRT-B-2494,MG Road to Whitefield (Bengaluru),2.18,6.0,Cloudy,1,41.27,0
SRT-B-2495,T Nagar to Velachery (Chennai),3.81,1.0,Sunny,0,16.7,0
SRT-B-2496,Banjara Hills to Ameerpet (Hyderabad),1.37,8.0,Sunny,0,36.57,0
SRT-B-2497,Station to Adajan (Surat),6.88,6.0,Cloudy,0,46.93,0
SRT-B-2498,Vesu to Varachha (Surat),2.0,,Sunny,0,26.67,0
SRT-B-2499,Udhna to Pal (Surat),0.77,5.0,Sunny,1,32.57,0
SRT-B-2500,Rander to Piplod (Surat),5.32,1.0,Cloudy,0,21.73,0
SRT-B-2501,Shivaji Nagar to Hinjewadi (Pune),8.62,5.0,Cloudy,0,48.73,0
SRT-B-2502,Navrangpura to Maninagar (Ahmedabad),8.57,1.0,,0,32.57,0
SRT-B-2503,Alambagh to Charbagh (Lucknow),1.16,2.0,Sunny,0,11.87,0
SRT-B-2504,Patna Junction to Kankarbagh (Patna),0.93,,Cloudy,1,21.1,0
SRT-B-2505,Sector 17 to Mohali (Chandigarh),2.03,10.0,Cloudy,0,46.77,0
SRT-B-2506,Connaught Place to Karol Bagh (Delhi),2.27,4.0,Sunny,1,33.57,0
SRT-B-2507,Andheri East to Andheri West (Mumbai),,6.0,Sunny,0,52.27,0
SRT-B-2508,Salt Lake to Esplanade (Kolkata),8.06,2.0,Foggy,1,52.87,0
SRT-B-2509,MG Road to Whitefield (Bengaluru),1.07,4.0,Sunny,1,29.57,0
SRT-B-2510,T Nagar to Velachery (Chennai),4.0,3.0,Cloudy,1,35.33,0
SRT-B-2511,Banjara Hills to Ameerpet (Hyderabad),5.58,3.0,Sunny,0,30.6,0
SRT-B-2512,Station to Adajan (Surat),2.9,2.0,Sunny,0,17.67,0
SRT-B-2513,Vesu to Varachha (Surat),3.98,10.0,,1,63.27,1
SRT-B-2514,Udhna to Pal (Surat),1.39,3.0,,0,16.63,0
SRT-B-2515,Rander to Piplod (Surat),8.42,5.0,Rainy,0,60.07,1
SRT-B-2516,Shivaji Nagar to Hinjewadi (Pune),4.74,5.0,Rainy,1,57.8,0
SRT-B-2517,Navrangpura to Maninagar (Ahmedabad),7.61,,Cloudy,0,29.37,0
SRT-B-2518,Alambagh to Charbagh (Lucknow),3.66,10.0,Cloudy,1,62.2,1
SRT-B-2519,Patna Junction to Kankarbagh (Patna),4.67,2.0,Rainy,0,35.57,0
SRT-B-2520,Sector 17 to Mohali (Chandigarh),2.18,,,1,41.27,0
SRT-B-2521,Connaught Place to Karol Bagh (Delhi),6.79,10.0,Sunny,1,72.63,1
SRT-B-2522,Andheri East to Andheri West (Mumbai),3.89,3.0,,0,24.97,0
SRT-B-2523,Salt Lake to Esplanade (Kolkata),8.52,6.0,Sunny,0,52.4,0
SRT-B-2524,MG Road to Whitefield (Bengaluru),4.31,8.0,Rainy,0,58.37,0
SRT-B-2525,T Nagar to Velachery (Chennai),1.5,2.0,Sunny,0,13.0,0
SRT-B-2526,Banjara Hills to Ameerpet (Hyderabad),3.63,10.0,Sunny,0,52.1,0
SRT-B-2527,Station to Adajan (Surat),2.01,9.0,Cloudy,1,52.7,0
SRT-B-2528,Vesu to Varachha (Surat),,7.0,Cloudy,1,45.87,0
SRT-B-2529,Udhna to Pal (Surat),7.4,3.0,Sunny,0,36.67,0
SRT-B-2530,Rander to Piplod (Surat),7.79,8.0,Sunny,0,173.91,1
SRT-B-2531,Shivaji Nagar to Hinjewadi (Pune),8.76,2.0,Rainy,1,59.2,0
SRT-B-2532,Navrangpura to Maninagar (Ahmedabad),8.47,9.0,,0,72.23,1
SRT-B-2533,Alambagh to Charbagh (Lucknow),2.8,3.0,Sunny,1,31.33,0
SRT-B-2534,Patna Junction to Kankarbagh (Patna),3.72,3.0,Rainy,0,36.4,0
SRT-B-2535,Sector 17 to Mohali (Chandigarh),2.41,4.0,Sunny,0,24.03,0
SRT-B-2536,Connaught Place to Karol Bagh (Delhi),6.38,2.0,Cloudy,0,29.27,0
SRT-B-2537,Andheri East to Andheri West (Mumbai),2.11,3.0,Foggy,1,37.03,0
SRT-B-2538,Salt Lake to Esplanade (Kolkata),7.31,3.0,Cloudy,0,36.37,0
SRT-B-2539,MG Road to Whitefield (Bengaluru),3.17,7.0,Sunny,1,48.57,0
SRT-B-2540,T Nagar to Velachery (Chennai),7.13,1.0,Foggy,0,35.77,0
SRT-B-2541,Banjara Hills to Ameerpet (Hyderabad),4.97,1.0,Sunny,0,20.57,0
SRT-B-2542,Station to Adajan (Surat),2.33,5.0,Foggy,0,35.77,0
SRT-B-2543,Vesu to Varachha (Surat),8.16,7.0,Cloudy,1,65.2,1
SRT-B-2544,Udhna to Pal (Surat),5.22,10.0,Rainy,0,69.4,1
SRT-B-2545,Rander to Piplod (Surat),5.56,1.0,Rainy,0,34.53,0
SRT-B-2546,Shivaji Nagar to Hinjewadi (Pune),2.29,6.0,Rainy,0,43.63,0
SRT-B-2547,Navrangpura to Maninagar (Ahmedabad),6.4,10.0,Sunny,0,61.33,1
SRT-B-2548,Alambagh to Charbagh (Lucknow),1.61,7.0,Cloudy,0,33.37,0
SRT-B-2549,Patna Junction to Kankarbagh (Patna),6.61,4.0,Sunny,1,48.03,0
SRT-B-2550,Sector 17 to Mohali (Chandigarh),5.16,10.0,Cloudy,0,57.2,0
SRT-B-2551,Connaught Place to Karol Bagh (Delhi),2.61,,Rainy,1,34.7,0
SRT-B-2552,Andheri East to Andheri West (Mumbai),4.17,2.0,Rainy,0,33.9,0
SRT-B-2553,Salt Lake to Esplanade (Kolkata),8.14,4.0,Rainy,0,55.13,0
SRT-B-2554,MG Road to Whitefield (Bengaluru),7.36,1.0,Sunny,0,28.53,0
SRT-B-2555,T Nagar to Velachery (Chennai),6.18,6.0,Foggy,1,62.6,1
SRT-B-2556,Banjara Hills to Ameerpet (Hyderabad),7.84,8.0,Cloudy,0,58.13,0
SRT-B-2557,Station to Adajan (Surat),7.79,6.0,Sunny,0,49.97,0
SRT-B-2558,Vesu to Varachha (Surat),4.52,6.0,Sunny,0,39.07,0
SRT-B-2559,Udhna to Pal (Surat),1.86,10.0,Rainy,1,68.2,1
SRT-B-2560,Rander to Piplod (Surat),1.59,,Sunny,0,45.3,0
SRT-B-2561,Shivaji Nagar to Hinjewadi (Pune),5.35,4.0,Sunny,1,43.83,0
SRT-B-2562,Navrangpura to Maninagar (Ahmedabad),4.44,5.0,Rainy,1,56.8,0
SRT-B-2563,Alambagh to Charbagh (Lucknow),6.3,5.0,Cloudy,0,41.0,0
SRT-B-2564,Patna Junction to Kankarbagh (Patna),7.01,6.0,Sunny,1,57.37,0
SRT-B-2565,Sector 17 to Mohali (Chandigarh),6.28,10.0,Sunny,1,70.93,1
SRT-B-2566,Connaught Place to Karol Bagh (Delhi),5.92,9.0,Foggy,0,63.73,1
SRT-B-2567,Andheri East to Andheri West (Mumbai),1.32,3.0,Rainy,0,28.4,0
SRT-B-2568,Salt Lake to Esplanade (Kolkata),8.87,3.0,Sunny,1,51.57,0
SRT-B-2569,MG Road to Whitefield (Bengaluru),45.0,9.0,Foggy,0,51.0,0
SRT-B-2570,T Nagar to Velachery (Chennai),6.64,7.0,Foggy,1,68.13,1
SRT-B-2571,Banjara Hills to Ameerpet (Hyderabad),2.25,7.0,Sunny,1,45.5,0
SRT-B-2572,Station to Adajan (Surat),2.7,8.0,Rainy,0,53.0,0
SRT-B-2573,Vesu to Varachha (Surat),1.91,8.0,Rainy,0,50.37,0
SRT-B-2574,Udhna to Pal (Surat),5.02,7.0,Sunny,0,44.73,0
SRT-B-2575,Rander to Piplod (Surat),1.32,,Sunny,1,34.4,0
SRT-B-2576,Shivaji Nagar to Hinjewadi (Pune),8.47,2.0,,0,48.23,0
SRT-B-2577,Navrangpura to Maninagar (Ahmedabad),2.22,1.0,Sunny,0,11.4,0
SRT-B-2578,Alambagh to Charbagh (Lucknow),4.85,2.0,Sunny,0,24.17,0
SRT-B-2579,Patna Junction to Kankarbagh (Patna),6.52,1.0,Foggy,0,33.73,0
SRT-B-2580,Sector 17 to Mohali (Chandigarh),1.57,1.0,Rainy,0,21.23,0
SRT-B-2581,Connaught Place to Karol Bagh (Delhi),1.53,9.0,Cloudy,1,51.1,0
SRT-B-2582,Andheri East to Andheri West (Mumbai),6.75,10.0,Cloudy,0,62.5,1
