From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival
Ernakulam,Sivakasi,Lucky Travels (Modern Travels),307,0:11:5,"2+2, Air Suspension, Non-AC, Video",09:00:00 PM,08:05:00 AM
Ernakulam,Trichur,Sisira Travels,83,0:2:5,"2+2, Semi Sleeper, AC",10:00:00 PM,12:05:00 AM
Ernakulam,Chenkalpet,Kallada Travels,629,0:15:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:00:00 PM,11:44:00 AM
Ernakulam,Saligrama,Sri Durgamba Travels,509,0:12:0,2+2 Pushback Luxury Seater,08:00:00 PM,08:00:00 AM
Ernakulam,Padubidre,Sri Durgamba Travels,464,0:10:40,2+2 Pushback Luxury Seater,08:00:00 PM,06:40:00 AM
Ernakulam,Trivandrum,Travels India- (TravelIndiaBus),205,0:4:15,"2+2, Push Back, AC, Video",02:00:00 AM,06:15:00 AM
Ernakulam,Uchila,Sri Durgamba Travels,470,0:10:50,2+2 Pushback Luxury Seater,08:00:00 PM,06:50:00 AM
Ernakulam,Nagoor,Universal Travels,407,0:10:11,MultiAxle-B9RVOLVO,05:00:00 PM,03:11:00 AM
Ernakulam,Thiruvarur,Universal Travels,508,0:12:42,MultiAxle-B9RVOLVO,05:00:00 PM,05:42:00 AM
Ernakulam,Udupi,Sri Durgamba Travels,488,0:11:15,2+2 Pushback Luxury Seater,08:00:00 PM,07:15:00 AM
Ernakulam,Udupi,Sri Durgamba-modern (Modern Travels),488,0:11:40,"2+2, Executive AirBus",07:50:00 PM,07:30:00 AM
Ernakulam,Udupi,Greyhound Travels,488,0:11:30,"2+2, Seater, Non-AC",08:00:00 PM,07:30:00 AM
Ernakulam,Udupi,Ganesh Travels (Ganesh Tourists),488,0:11:45,"1+2, Sleeper/Seater, Non-AC",07:00:00 PM,06:45:00 AM
Ernakulam,Nagapatnam,Universal Travels,533,0:13:20,MultiAxle-B9RVOLVO,05:00:00 PM,06:20:00 AM
Ernakulam,Krishnagiri,Kallada Travels,456,0:11:24,SEMI SLEEPER,08:00:00 PM,07:24:00 AM
Ernakulam,Krishnagiri,Kallada Travels,456,0:11:24,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:00:00 PM,06:24:00 AM
Ernakulam,Krishnagiri,Kallada Travels,456,0:11:24,SEMI SLEEPER,07:45:00 PM,07:09:00 AM
Ernakulam,Krishnagiri,Kallada Travels,456,0:11:24,SLEEPER CUM SEMI SLEEPER,07:30:00 PM,06:54:00 AM
Ernakulam,Krishnagiri,Kallada Travels,456,0:11:24,Multiaxle B9R VOLVO A/C SEMI SLEEPER,01:00:00 PM,12:24:00 AM
Ernakulam,Krishnagiri,Kallada Travels,456,0:11:24,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:30:00 AM,08:54:00 PM
Ernakulam,Krishnagiri,Kallada Travels,456,0:11:24,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:30:00 PM,08:54:00 AM
Ernakulam,Krishnagiri,Kallada Travels,456,0:11:24,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 PM,09:09:00 AM
Ernakulam,Edappally,Sisira Travels,17,0:0:20,"2+2, Semi Sleeper, AC",10:00:00 PM,10:20:00 PM
Ernakulam,KumbashiAnegudde,Sri Durgamba Travels,490,0:12:15,2+2 Pushback Luxury Seater,08:00:00 PM,08:15:00 AM
Ernakulam,Dindigul,Greyhound Travels,294,0:7:0,"2+2, Semi Sleeper, Non-AC, Video",09:30:00 PM,04:30:00 AM
Ernakulam,Avinashi,Kallada Travels,227,0:5:41,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:00:00 PM,01:41:00 AM
Ernakulam,Avinashi,Kallada Travels,227,0:5:41,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:30:00 AM,03:11:00 PM
Ernakulam,Tindivanam,Kallada Travels,562,0:14:3,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:00:00 PM,10:03:00 AM
Ernakulam,Chennai,Tippu Sulthan-modern (Modern Travels),684,0:14:30,"2+2, Executive AirBus",05:00:00 PM,07:30:00 AM
Ernakulam,Chennai,KPN Travels,684,0:13:0,2+2 : NON A/C S.S 31,04:30:00 PM,05:30:00 AM
Ernakulam,Chennai,SRM Transports India Private Limited,684,0:17:6,Volvo,05:45:00 PM,10:51:00 AM
Ernakulam,Chennai,PSM Travels,684,0:14:30,"2+1, Sleeper/Seater, Non-AC",04:30:00 PM,07:00:00 AM
Ernakulam,Chennai,KPN Travels,684,0:9:45,2+2 VOLVO A/C(MULTI AXLE) : 44,08:15:00 PM,06:00:00 AM
Ernakulam,Chennai,Sona  A/c(chennai Express) (Sona Travels),684,0:11:30,"2+2, Isuzu, AC, Video",07:30:00 PM,07:00:00 AM
Ernakulam,Chennai,Kallada Multi Axle Volvo(modern) (Modern Travels),684,0:14:45,"2+2, Multi Axle Volvo SemiSleeper, AC",04:15:00 PM,07:00:00 AM
Ernakulam,Chennai,Modern(sona) (Modern Travels),684,0:11:45,"2+2, Isuzu, AC, Video",07:15:00 PM,07:00:00 AM
Ernakulam,Chennai,Kallada Travels,684,0:17:6,Multiaxle B9R VOLVO A/C SEMI SLEEPER,04:30:00 PM,09:36:00 AM
Ernakulam,Chennai,Tippu Sultan Travels,684,0:17:6,Pushback,04:45:00 PM,09:51:00 AM
Ernakulam,Chennai,Kallada Travels,684,0:17:6,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:00:00 PM,01:06:00 PM
Ernakulam,Chennai,Kpn-modern (Modern Travels),684,0:15:30,"2+2, Semi Sleeper, Non-AC, Video",04:30:00 PM,08:00:00 AM
Bharapar,Gandhinagar,Shree Sahjanand Travels,805,0:9:45,Odinary,08:45:00 PM,06:30:00 AM
Bharapar,Ahmedabad,Shree Sahjanand Travels,827,0:8:45,Odinary,08:45:00 PM,05:30:00 AM
Trivandrum,Angamaly,Kallada Travels,242,0:6:3,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,04:03:00 AM
Trivandrum,Sirkazhi,Universal Travels,573,0:14:20,MultiAxle-B9RVOLVO,05:30:00 PM,07:50:00 AM
Trivandrum,Thiruvarur,Universal Travels,512,0:12:48,MultiAxle-B9RVOLVO,05:30:00 PM,06:18:00 AM
Trivandrum,Nagercoil,Kallada Travels,69,0:1:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:30:00 PM,10:14:00 PM
Trivandrum,Nagercoil,Kallada Travels,69,0:1:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,09:14:00 PM
Trivandrum,Karaikal,Universal Travels,639,0:15:59,MultiAxle-B9RVOLVO,05:30:00 PM,09:29:00 AM
Trivandrum,Krishnagiri,KPN Travels,636,0:11:45,2+1: 31 S.S NON A/C,02:45:00 PM,02:30:00 AM
Trivandrum,Krishnagiri,Kallada Travels,636,0:15:54,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,01:54:00 PM
Trivandrum,Krishnagiri,Kallada Travels,636,0:15:54,Multiaxle B9R VOLVO A/C SEMI SLEEPER,04:00:00 PM,07:54:00 AM
Trivandrum,Krishnagiri,Kallada Travels,636,0:15:54,SEMI SLEEPER,02:45:00 PM,06:39:00 AM
Trivandrum,Krishnagiri,Kallada Travels,636,0:15:54,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:30:00 PM,12:24:00 PM
Trivandrum,Tanjore,Universal Travels,496,0:12:24,MultiAxle-B9RVOLVO,05:30:00 PM,05:54:00 AM
Trivandrum,Chavadi,Kallada Travels,545,0:13:38,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,11:38:00 AM
Trivandrum,Madurai,Bharathi Travels,307,0:5:30,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",07:30:00 PM,01:00:00 AM
Trivandrum,Madurai,Kallada Travels,307,0:7:41,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,03:11:00 AM
Trivandrum,Madurai,Universal Travels,307,0:7:41,MultiAxle-B9RVOLVO,05:30:00 PM,01:11:00 AM
Trivandrum,Tindivanam,Kallada Travels,642,0:16:3,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,11:33:00 AM
Trivandrum,Thrissur,Travels India- (TravelIndiaBus),281,0:7:0,"2+2, Push Back, AC, Video",09:00:00 PM,04:00:00 AM
Trivandrum,Thrissur,SRM Transports India Private Limited,281,0:7:2,Semi Sleeper-A/C,09:15:00 PM,04:17:00 AM
Trivandrum,Thrissur,Kallada Travels,281,0:7:2,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,05:02:00 AM
Trivandrum,Thrissur,Sona*vijiyathra Volvo Multiaxle (Sona Travels),281,0:6:15,"2+2, Multi Axle Volvo SemiSleeper, AC,",04:30:00 PM,10:45:00 PM
Trivandrum,Cuddlore,Universal Travels,625,0:15:38,MultiAxle-B9RVOLVO,05:30:00 PM,09:08:00 AM
Trivandrum,Bangalore,Sharma Transports(atlas Travels) (Atlas Travels),726,0:13:55,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",04:35:00 PM,06:30:00 AM
Trivandrum,Bangalore,Kallada Travels,726,0:18:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:30:00 PM,02:39:00 PM
Trivandrum,Bangalore,Srs Travels (SRS Travels),726,0:12:15,"2+1, Sleeper, AC, Non-Video",07:15:00 PM,07:30:00 AM
Trivandrum,Bangalore,SRM Transports India Private Limited,726,0:18:9,Sleeper,06:00:00 PM,12:09:00 PM
Trivandrum,Bangalore,KPN Travels,726,0:14:0,2+2 VOLVO A/C(MULTI AXLE) : 44,04:00:00 PM,06:00:00 AM
Trivandrum,Bangalore,SRM Transports India Private Limited,726,0:18:9,Volvo,05:00:00 PM,11:09:00 AM
Trivandrum,Bangalore,SRM Transports India Private Limited,726,0:18:9,Multi-Axle Volvo(2+2)A/cSemi Sleeper,07:15:00 PM,01:24:00 PM
Trivandrum,Bangalore,KPN Travels,726,0:12:30,2+2 VOLVO A/C(MULTI AXLE) : 44,08:00:00 PM,08:30:00 AM
Trivandrum,Bangalore,KPN Travels,726,0:14:15,2+1: 31 S.S NON A/C,02:45:00 PM,05:00:00 AM
Trivandrum,Bangalore,Kallada Travels,726,0:18:9,SEMI SLEEPER,02:45:00 PM,08:54:00 AM
Trivandrum,Bangalore,Sharma Transports,726,0:18:9,Volvo,04:30:00 PM,10:39:00 AM
Trivandrum,Bangalore,Srs Travels (SRS Travels),726,0:11:30,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",08:00:00 PM,07:30:00 AM
Trivandrum,Bangalore,Kallada Travels,726,0:18:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,04:00:00 PM,10:09:00 AM
Trivandrum,Bangalore,kpn Multi Axle Volvo(sona Travel (Sona Travels),726,0:14:30,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",04:00:00 PM,06:30:00 AM
Trivandrum,Bangalore,Kallada Travels,726,0:18:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,04:09:00 PM
Trivandrum,Bangalore,Sona Travels(sharma Multi Axle ) (Sona Travels),726,0:15:0,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",04:30:00 PM,07:30:00 AM
Trivandrum,Bangalore,Sona*vijiyathra Volvo Multiaxle (Sona Travels),726,0:15:0,"2+2, Multi Axle Volvo SemiSleeper, AC,",04:30:00 PM,07:30:00 AM
Trivandrum,Salem,Kallada Travels,530,0:13:15,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:30:00 PM,09:45:00 AM
Trivandrum,Salem,Srs Travels (SRS Travels),530,0:8:0,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",08:00:00 PM,04:00:00 AM
Trivandrum,Salem,Kallada Travels,530,0:13:15,Multiaxle B9R VOLVO A/C SEMI SLEEPER,04:00:00 PM,05:15:00 AM
Trivandrum,Salem,Kallada Travels,530,0:13:15,SEMI SLEEPER,02:45:00 PM,04:00:00 AM
Trivandrum,Salem,Kallada Travels,530,0:13:15,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,11:15:00 AM
Trivandrum,Salem,Srs Travels (SRS Travels),530,0:8:15,"2+1, Sleeper, AC, Non-Video",07:15:00 PM,03:30:00 AM
Trivandrum,Palakkad,SRM Transports India Private Limited,342,0:8:33,Semi Sleeper-A/C,09:00:00 PM,05:33:00 AM
Trivandrum,Palakkad,Kallada Travels,342,0:8:33,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,06:33:00 AM
Trivandrum,Palakkad,Sona*vijiyathra Volvo Multiaxle (Sona Travels),342,0:7:25,"2+2, Multi Axle Volvo SemiSleeper, AC,",04:30:00 PM,11:55:00 PM
Trivandrum,Palakkad,CITY TRAVELS,342,0:8:33,Executive Semi Sleeper,09:30:00 PM,06:03:00 AM
Trivandrum,Palakkad,Supaa Travels,342,0:7:45,2+2 Semi Sleeper A/C,09:15:00 PM,05:00:00 AM
Trivandrum,Trichur,CITY TRAVELS,281,0:7:2,Executive Semi Sleeper,09:30:00 PM,04:32:00 AM
Trivandrum,Hosur,KPN Travels,470,0:11:45,2+2 VOLVO A/C(MULTI AXLE) : 44,08:00:00 PM,07:45:00 AM
Trivandrum,Hosur,KPN Travels,510,0:12:45,2+2 VOLVO A/C(MULTI AXLE) : 44,06:00:00 PM,06:45:00 AM
Trivandrum,Hosur,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:30:00 PM,08:39:00 AM
Trivandrum,Hosur,KPN Travels,520,0:13:0,2+2 VOLVO A/C(MULTI AXLE) : 44,04:00:00 PM,05:00:00 AM
Trivandrum,Hosur,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM
Trivandrum,Chennai,Kallada Travels,765,0:19:8,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,02:38:00 PM
Trivandrum,Chennai,Tippu Sultan Travels,765,0:19:8,Pushback,03:30:00 PM,10:38:00 AM
Trivandrum,Chennai,SRM Transports India Private Limited,765,0:19:8,Multi-Axle Volvo(2+2)A/cSemi Sleeper,07:45:00 PM,02:53:00 PM
Trivandrum,Chennai,SRM Transports India Private Limited,765,0:19:8,Sleeper,05:00:00 PM,12:08:00 PM
Trivandrum,Chennai,SRM Transports India Private Limited,765,0:19:8,Semi Sleeper-A/C,04:00:00 PM,11:08:00 AM
Trivandrum,Chennai,Bharathi Travels,765,0:11:30,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",07:30:00 PM,07:00:00 AM
Trivandrum,Chennai,SRM Transports India Private Limited,765,0:19:8,Volvo,06:00:00 PM,01:08:00 PM
Trivandrum,Chennai,SRM Transports India Private Limited,765,0:19:8,Multi-Axle Volvo(2+2)A/cSemi Sleeper,08:30:00 PM,03:38:00 PM
Trivandrum,Nagapatnam,Universal Travels,527,0:13:11,MultiAxle-B9RVOLVO,05:30:00 PM,06:41:00 AM
Trivandrum,Nagoor,Universal Travels,517,0:12:56,MultiAxle-B9RVOLVO,05:30:00 PM,06:26:00 AM
Trivandrum,Trichy,Universal Travels,439,0:10:59,MultiAxle-B9RVOLVO,05:30:00 PM,04:29:00 AM
Trivandrum,Dharmapuri,Kallada Travels,590,0:14:45,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:30:00 PM,11:15:00 AM
Trivandrum,Dharmapuri,Kallada Travels,590,0:14:45,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,12:45:00 PM
Trivandrum,Dharmapuri,Kallada Travels,590,0:14:45,Multiaxle B9R VOLVO A/C SEMI SLEEPER,04:00:00 PM,06:45:00 AM
Trivandrum,Dharmapuri,Kallada Travels,590,0:14:45,SEMI SLEEPER,02:45:00 PM,05:30:00 AM
Trivandrum,Velankanni,Universal Travels,513,0:12:50,MultiAxle-B9RVOLVO,05:30:00 PM,06:20:00 AM
Trivandrum,Cochin,Sona*vijiyathra Volvo Multiaxle (Sona Travels),205,0:5:15,"2+2, Multi Axle Volvo SemiSleeper, AC,",04:30:00 PM,09:45:00 PM
Trivandrum,Cochin,Kallada Travels,205,0:5:8,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,03:08:00 AM
Trivandrum,Tirupur,Kallada Travels,424,0:10:36,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,08:36:00 AM
Trivandrum,Villupuram,Kallada Travels,605,0:15:8,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,10:38:00 AM
Trivandrum,Erode,Kallada Travels,496,0:12:24,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:24:00 AM
Trivandrum,Chenkalpet,Kallada Travels,709,0:17:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,01:14:00 PM
Trivandrum,Pondicherry,Universal Travels,639,0:15:59,MultiAxle-B9RVOLVO,05:30:00 PM,09:29:00 AM
Trivandrum,Avinashi,Kallada Travels,424,0:10:36,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,08:36:00 AM
Trivandrum,Chidhambaram,Universal Travels,608,0:15:12,MultiAxle-B9RVOLVO,05:30:00 PM,08:42:00 AM
Trivandrum,Perundurai,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,09:35:00 AM
Trivandrum,Calicut,Travels India- (TravelIndiaBus),406,0:9:0,"2+2, Push Back, AC, Video",09:00:00 PM,06:00:00 AM
Trivandrum,Coimbatore,Supaa Travels,391,0:8:45,2+2 Semi Sleeper A/C,09:15:00 PM,06:00:00 AM
Trivandrum,Coimbatore,Kallada Travels,391,0:9:47,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,07:47:00 AM
Trivandrum,Coimbatore,SRM Transports India Private Limited,391,0:9:47,Semi Sleeper-A/C,09:15:00 PM,07:02:00 AM
Trivandrum,Coimbatore,A1 Travels,391,0:9:47,A/c Sleeper cum Seater,08:45:00 PM,06:32:00 AM
Trivandrum,Coimbatore,CITY TRAVELS,391,0:9:47,Executive Semi Sleeper,09:30:00 PM,07:17:00 AM
Trivandrum,Coimbatore,A1 Travels,391,0:9:47,2+2 HI-TECH Non A/c,09:15:00 PM,07:02:00 AM
Trivandrum,Ernakulam,CITY TRAVELS,205,0:5:8,Executive Semi Sleeper,09:30:00 PM,02:38:00 AM
Trivandrum,Ernakulam,Kallada Travels,205,0:5:8,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,03:08:00 AM
Trivandrum,Ernakulam,Travels India- (TravelIndiaBus),205,0:4:30,"2+2, Push Back, AC, Video",09:00:00 PM,01:30:00 AM
Trivandrum,Ernakulam,Sona*vijiyathra Volvo Multiaxle (Sona Travels),205,0:5:15,"2+2, Multi Axle Volvo SemiSleeper, AC,",04:30:00 PM,09:45:00 PM
Trivandrum,Ernakulam,SRM Transports India Private Limited,205,0:5:8,Semi Sleeper-A/C,09:15:00 PM,02:23:00 AM
Neralakatte,Bangalore,Durgamba Motors,415,0:10:23,Seat cum Sleeper,06:50:00 PM,05:30:00 AM
Thirunallar,Bangalore,Srs Travels (SRS Travels),417,0:12:0,"2+2, Executive AirBus, Non-AC, Video",05:00:00 PM,05:00:00 AM
Poonamalle,Puliyampatti,Sri Ganapathy Travels  [kovai Express] (Sri  Ganapathy Travels),500,0:8:0,"2+2, Semi Sleeper, Non-AC",09:15:00 PM,05:15:00 AM
Poonamalle,Sathyamangalam,Sri Ganapathy Travels  [kovai Express] (Sri  Ganapathy Travels),429,0:7:45,"2+2, Semi Sleeper, Non-AC",09:15:00 PM,05:00:00 AM
Poonamalle,Gopichettypalyam,Sri Ganapathy Travels  [kovai Express] (Sri  Ganapathy Travels),410,0:7:15,"2+2, Semi Sleeper, Non-AC",09:15:00 PM,04:30:00 AM
Poonamalle,Annur,Sri Ganapathy Travels  [kovai Express] (Sri  Ganapathy Travels),488,0:8:15,"2+2, Semi Sleeper, Non-AC",09:15:00 PM,05:30:00 AM
Poonamalle,Coimbatore,Sri Ganapathy Travels  [kovai Express] (Sri  Ganapathy Travels),519,0:8:45,"2+2, Semi Sleeper, Non-AC",09:15:00 PM,06:00:00 AM
Jamshedpur Tata,Ranchi,GAURAV LUXURY(BSRTC),129,0:3:14,Volvo,05:30:00 PM,08:44:00 PM
Jamshedpur Tata,Motihari,GAURAV LUXURY(BSRTC),588,0:14:42,Volvo,05:30:00 PM,08:12:00 AM
Jamshedpur Tata,Muzaffarpur,GAURAV LUXURY(BSRTC),503,0:12:35,Volvo,05:30:00 PM,06:05:00 AM
Jamshedpur Tata,HAJIPUR,GAURAV LUXURY(BSRTC),449,0:11:14,Volvo,05:30:00 PM,04:44:00 AM
Jamshedpur Tata,Gaya,GAURAV LUXURY(BSRTC),328,0:8:12,Volvo,05:30:00 PM,01:42:00 AM
Jamshedpur Tata,Ramgarh,GAURAV LUXURY(BSRTC),180,0:4:30,Volvo,05:30:00 PM,10:00:00 PM
Jamshedpur Tata,Patna,GAURAV LUXURY(BSRTC),430,0:10:45,Volvo,05:30:00 PM,04:15:00 AM
Jamshedpur Tata,Hazaribagh,GAURAV LUXURY(BSRTC),230,0:5:45,Volvo,05:30:00 PM,11:15:00 PM
Kannur,Ernakulam,Sisira Travels,293,0:7:30,"2+2, Semi Sleeper, AC",09:30:00 PM,05:00:00 AM
Kannur,Ernakulam,Golden Travels,293,0:7:45,MULTI AXLE  Semi Sleeper A/C volvo  {2+2},06:45:00 PM,02:30:00 AM
Kannur,Thrissur,Golden Travels,210,0:6:15,MULTI AXLE  Semi Sleeper A/C volvo  {2+2},06:45:00 PM,01:00:00 AM
Kannur,Angamaly,Golden Travels,251,0:7:15,MULTI AXLE  Semi Sleeper A/C volvo  {2+2},06:45:00 PM,02:00:00 AM
Kannur,Angamaly,Sisira Travels,251,0:6:45,"2+2, Semi Sleeper, AC",09:30:00 PM,04:15:00 AM
Kannur,Coimbatore,CITY TRAVELS,278,0:6:57,Semi Sleeper,08:00:00 PM,02:57:00 AM
Kannur,Trivandrum,Golden Travels,490,0:11:15,MULTI AXLE  Semi Sleeper A/C volvo  {2+2},06:45:00 PM,06:00:00 AM
Kannur,Mangalore,Paulo,143,0:2:55,Volvo Seater,09:00:00 PM,11:55:00 PM
Kannur,Kayamkulam,Golden Travels,384,0:9:45,MULTI AXLE  Semi Sleeper A/C volvo  {2+2},06:45:00 PM,04:30:00 AM
Kannur,Calicut,Sisira Travels,90,0:2:35,"2+2, Semi Sleeper, AC",09:30:00 PM,12:05:00 AM
Kannur,Calicut,Paulo,90,0:1:0,Volvo Seater,01:30:00 AM,02:30:00 AM
Kannur,Trichur,Sisira Travels,210,0:6:0,"2+2, Semi Sleeper, AC",09:30:00 PM,03:30:00 AM
Kannur,Attingal,Golden Travels,459,0:10:45,MULTI AXLE  Semi Sleeper A/C volvo  {2+2},06:45:00 PM,05:30:00 AM
Kannur,Payyanur,Sisira Travels,35,0:1:0,"2+2, Semi Sleeper, AC",05:00:00 AM,06:00:00 AM
Kannur,Payyanur,Paulo,35,0:1:0,Volvo Seater,09:00:00 PM,10:00:00 PM
Srikakulam,Vijayawada,Shambhavi Travels,451,0:11:0,A/C Globus,07:15:00 PM,06:15:00 AM
Srikakulam,Hyderabad,Navin Travels,693,0:14:0,"2+2, Multi Axle SemiSleeper, AC,",05:00:00 PM,07:00:00 AM
Srikakulam,Hyderabad,SVR Tours &  Travels,693,0:15:0,Hi-Tech Non A/c,04:30:00 PM,07:30:00 AM
Srikakulam,Hyderabad,SVR Tours &  Travels,693,0:14:0,Volvo B9R Multi-Axle Semi Sleeper,05:00:00 PM,07:00:00 AM
Srikakulam,Hyderabad,Navin Travels,693,0:14:30,"2+2, Hitech Seater, Non-AC,",04:30:00 PM,07:00:00 AM
Tenkasi,Coimbatore,India Travel Service,375,0:10:0,2+2 Hitech Air Bus Non/AC,07:00:00 PM,05:00:00 AM
Tenkasi,Chennai,SRM Transports India Private Limited,619,0:15:29,Multi-Axle Volvo(2+2)A/cSemi Sleeper,07:45:00 PM,11:14:00 AM
Tenkasi,Bangalore,KPN Travels,581,0:13:0,BERTH SLEEPER NON A/C :29,06:00:00 PM,07:00:00 AM
Tenkasi,Bangalore,Srs Travels (SRS Travels),581,0:13:10,"2+1, Sleeper, Non-AC, Non-Video",05:35:00 PM,06:45:00 AM
Beawar,Bhilwara,Rajlaxmi Travel Agency,114,0:3:0,Non A/c,05:15:00 PM,08:15:00 PM
Beawar,Nimbaheda,Rajlaxmi Travel Agency,206,0:5:0,Non A/c,05:15:00 PM,10:15:00 PM
Beawar,Devgadh,shrinath travel agency,499,1:1:0,Non A/c,05:00:00 PM,06:00:00 PM
Beawar,Nimach,Rajlaxmi Travel Agency,230,0:6:0,Non A/c,05:15:00 PM,11:15:00 PM
Beawar,Chittor,Rajlaxmi Travel Agency,172,0:4:0,Non A/c,05:15:00 PM,09:15:00 PM
Dongaon,Ahmednagar,raj tour and travel-(2X1),294,0:5:0,Non A/c,11:00:00 PM,04:00:00 AM
Dongaon,Pune,raj tour and travel-(2X1),417,0:6:0,Non A/c,11:00:00 PM,05:00:00 AM
Dongaon,Aurangabad,raj tour and travel-(2X1),163,0:4:4,Non A/c,11:00:00 PM,03:04:00 AM
Peddapuram,Hyderabad,Sree Kaleswari Travels,442,0:9:30,Volvo B9R Multi-Axle Semi Sleeper,09:30:00 PM,07:00:00 AM
Peddapuram,Hyderabad,Dhanunjaya Tours,442,0:9:20,A/C SLEEPER 2 TIER A/C,08:40:00 PM,06:00:00 AM
Peddapuram,Hyderabad,Kaveri Kamakshi Travels,442,0:10:0,Hi-Tech Non A/c,07:30:00 PM,05:30:00 AM
Peddapuram,Hyderabad,SVR Tours &  Travels,442,0:10:30,Hi-Tech Non A/c,08:00:00 PM,06:30:00 AM
Peddapuram,Hyderabad,Dhanunjaya Tours,442,0:9:30,Hitech Non A/c,09:00:00 PM,06:30:00 AM
Kunnamangalam,Bangalore,Kallada Travels,335,0:8:23,SEMI SLEEPER CUM SLEEPER,08:35:00 PM,04:58:00 AM
Namagiripet,Chennai,MGM Travels,329,0:7:30,2+2 Semi Sleeper Non A/c,10:30:00 PM,06:00:00 AM
Namagiripet,Chennai,MGM Travels,329,0:7:30,2+2 Semi Sleeper Non A/c,11:00:00 PM,06:30:00 AM
Namagiripet,Chennai,City Express Travels,329,0:6:45,2+2 Semi Sleeper Non A/c,10:45:00 PM,05:30:00 AM
Namagiripet,Chennai,MGM Travels,329,0:7:15,2+2  SEMI SLEEPER AC Coach,11:15:00 PM,06:30:00 AM
Manali,Delhi,Himgiri Adventure & Tours,543,0:15:30,Volvo  A/c,04:30:00 PM,08:00:00 AM
Manali,Delhi,Swagatam Holidays,543,0:13:15,"2+2, Volvo Semi Sleeper, AC,",05:45:00 PM,07:00:00 AM
Manali,Delhi,Ebus (EBus),543,0:15:0,"2+2, Volvo, AC, Video",04:00:00 PM,07:00:00 AM
Manali,Delhi,Swagatam Holidays,543,0:14:0,"2+2, Volvo Semi Sleeper, AC,",04:30:00 PM,06:30:00 AM
Manali,Delhi,Himgiri Adventure & Tours,543,0:15:30,Non A/c,03:30:00 PM,07:00:00 AM
Manali,Jammu,Himgiri Adventure & Tours,500,0:12:30,A/c,05:30:00 PM,06:00:00 AM
Manali,Chandigarh,Swagatam Holidays,286,0:10:0,"2+2, Volvo Semi Sleeper, AC,",04:30:00 PM,02:30:00 AM
Manali,Chandigarh,Himgiri Adventure & Tours,286,0:8:0,Non A/c,06:00:00 PM,02:00:00 AM
